Source,Destination,Weight
C0266427,C0004604,3.0
C0266427,C0600142,4.0
C0266427,C0149871,1.0
C0266427,C0426484,1.0
C0266427,C0221512,1.0
C0266427,C0917801,5.0
C0266427,C0239377,1.0
C0266427,C0748706,1.0
C0266427,C0028081,1.0
C0266427,C0000737,1.0
C0266427,C0439053,1.0
C0266427,C0438716,1.0
C0266427,C0019212,3.0
C0266427,C1854310,1.0
C0266427,C0010964,1.0
C0266427,C0231530,1.0
C0266427,C0730321,2.0
C0266427,C0239134,4.0
C0266427,C0423621,1.0
C0266427,C0037763,6.0
C0266427,C0541828,1.0
C0266427,C1969653,1.0
C0266427,C0239836,1.0
C0266427,C0030481,2.0
C0266427,C0013395,1.0
C0266427,C0270860,1.0
C0266427,C0575090,2.0
C0266427,C0238995,1.0
C0266427,C0021345,1.0
C0266427,C0683323,1.0
C0266427,C0679309,1.0
C0266427,C0040213,1.0
C0266427,C0032231,1.0
C0266427,C0027092,1.0
C0266427,C0034065,1.0
C0266427,C0037315,1.0
C0266427,C0268281,1.0
C0266427,C0276138,1.0
C0266427,C0235716,2.0
C0266427,C0850630,1.0
C0266427,C0239511,1.0
C0266427,C0743323,1.0
C0266427,C0020450,1.0
C0266427,C0034642,1.0
C0266427,C0234230,1.0
C0266427,C0857156,4.0
C0266427,C0080151,1.0
C0266427,C0043194,2.0
C0266427,C2370950,2.0
C0266427,C0265514,2.0
C0266427,C2931877,2.0
C0266427,C0272285,1.0
C0266427,C0011119,1.0
C0266427,C1535939,2.0
C0266427,C0085631,1.0
C0266427,C0679225,1.0
C0266427,C0039483,1.0
C0266427,C0006267,2.0
C0266427,C0022521,1.0
C0266427,C1956257,1.0
C0266427,C0033860,1.0
C0266427,C0008677,4.0
C0266427,C0025237,1.0
C0266427,C1851100,1.0
C0266427,C0231710,1.0
C0266427,C0235744,1.0
C0266427,C0037317,1.0
C0266427,C0018784,2.0
C0266427,C0035920,2.0
C0266427,C0042594,2.0
C0266427,C0036285,2.0
C0266427,C0155502,2.0
C0266427,C0267808,2.0
C0266427,C0023374,2.0
C0266427,C0339510,2.0
C0266427,C0085632,2.0
C0266427,C1850106,1.0
C0266427,C0023895,1.0
C0266427,C0008715,1.0
C0266427,C0497169,1.0
C0266427,C0749769,1.0
C0266427,C0039239,1.0
C0266427,C0159028,1.0
C0266427,C0153064,1.0
C0266427,C0233488,1.0
C0266427,C0040038,1.0
C0266427,C0398623,1.0
C0266427,C0018939,1.0
C0266427,C1859722,1.0
C0266427,C0263541,1.0
C1861457,C0003126,1.0
C1861457,C0271441,3.0
C1861457,C1845118,3.0
C1861457,C0019340,1.0
C1861457,C0683324,2.0
C1861457,C0796126,1.0
C1861457,C0085594,1.0
C1861457,C0241898,1.0
C1861457,C0015672,4.0
C1861457,C0234233,1.0
C1861457,C3539909,3.0
C1861457,C0009443,2.0
C1861457,C0021400,2.0
C1861457,C0010200,4.0
C1861457,C0456909,1.0
C1861457,C1864389,4.0
C1861457,C0011334,1.0
C1861457,C0024117,1.0
C1861457,C0851121,1.0
C1861457,C0476270,1.0
C1861457,C1260922,1.0
C1861457,C0037354,1.0
C1861457,C0031350,2.0
C1861457,C1956097,1.0
C1861457,C0242429,2.0
C1861457,C0042963,1.0
C1861457,C0263214,1.0
C1861457,C0796092,1.0
C1861457,C0577573,2.0
C1861457,C0032371,1.0
C1861457,C0023886,2.0
C1861457,C0025007,3.0
C1861457,C0242350,1.0
C1861457,C0432262,2.0
C1861457,C0872315,1.0
C1861457,C0275813,1.0
C1861457,C0683369,1.0
C1861457,C0085593,1.0
C1861457,C0030360,1.0
C1861457,C0032285,2.0
C1861457,C0042769,2.0
C1861457,C0011849,1.0
C1861457,C0270724,1.0
C1861457,C0409974,1.0
C1861457,C0024530,1.0
C1861457,C0016204,1.0
C1861457,C0848168,2.0
C1861457,C0795691,1.0
C1861457,C0042384,2.0
C1861457,C0002170,1.0
C1861457,C0557875,2.0
C1861457,C0085635,2.0
C1861457,C0242073,1.0
C1861457,C0019151,1.0
C1861457,C0348754,1.0
C1861457,C0275518,1.0
C1861457,C0235272,1.0
C1861457,C0026760,2.0
C1861457,C0035854,1.0
C1861457,C1839730,1.0
C1861457,C0221170,1.0
C1861457,C0425481,1.0
C1861457,C0034931,1.0
C1861457,C1719788,1.0
C1861457,C0877015,1.0
C1861457,C0205721,1.0
C1861457,C0343401,1.0
C1861457,C0038644,1.0
C1861457,C1866994,1.0
C1861457,C0037284,1.0
C1861457,C2363771,1.0
C1861457,C0034072,1.0
C1861457,C0598196,1.0
C1861457,C0221055,3.0
C1861457,C0796176,1.0
C1861457,C1318973,1.0
C1861457,C0013336,1.0
C1861457,C0849640,1.0
C1861457,C0030201,1.0
C1861457,C0271188,1.0
C1861457,C0268238,2.0
C1861457,C0001175,2.0
C1861457,C0006277,2.0
C1861457,C0010964,1.0
C1861457,C0268059,1.0
C1861457,C0575090,2.0
C1861457,C2370950,2.0
C1861457,C0022521,1.0
C1861457,C0018784,2.0
C1861457,C0035920,2.0
C1861457,C0042594,2.0
C1861457,C0036285,2.0
C1861457,C0155502,2.0
C1861457,C0263541,1.0
C0003126,C0271441,1.0
C0003126,C1845118,5.0
C0003126,C0796126,2.0
C0003126,C0015672,9.0
C0003126,C0234233,4.0
C0003126,C3539909,3.0
C0003126,C0011847,2.0
C0003126,C0009443,10.0
C0003126,C0021400,10.0
C0003126,C0030305,1.0
C0003126,C1260880,3.0
C0003126,C0010200,16.0
C0003126,C0004093,5.0
C0003126,C0013404,12.0
C0003126,C0456909,1.0
C0003126,C1864389,2.0
C0003126,C2364111,9.0
C0003126,C3257980,2.0
C0003126,C0596601,1.0
C0003126,C0036572,1.0
C0003126,C0024117,1.0
C0003126,C0851121,1.0
C0003126,C0476270,1.0
C0003126,C0031350,8.0
C0003126,C0242429,9.0
C0003126,C0018681,12.0
C0003126,C3670075,1.0
C0003126,C3150946,1.0
C0003126,C0741585,1.0
C0003126,C1175175,1.0
C0003126,C0003862,3.0
C0003126,C0011991,3.0
C0003126,C0042963,1.0
C0003126,C0027497,3.0
C0003126,C0231528,3.0
C0003126,C0011263,2.0
C0003126,C0040149,1.0
C0003126,C0796092,1.0
C0003126,C1096446,1.0
C0003126,C0231217,1.0
C0003126,C0032371,1.0
C0003126,C0683369,2.0
C0003126,C0220870,2.0
C0003126,C0085593,4.0
C0003126,C3714552,1.0
C0003126,C0032285,3.0
C0003126,C0042769,1.0
C0003126,C0004096,2.0
C0003126,C0028754,1.0
C0003126,C0024115,1.0
C0003126,C0948873,5.0
C0003126,C0003123,2.0
C0003126,C0270724,1.0
C0003126,C0850149,3.0
C0003126,C0848168,2.0
C0003126,C0857027,1.0
C0003126,C0040822,3.0
C0003126,C0235309,2.0
C0003126,C0392674,2.0
C0003126,C0557875,5.0
C0003126,C0242073,1.0
C0003126,C1839730,1.0
C0003126,C0392171,2.0
C0003126,C0342895,2.0
C0003126,C0232602,2.0
C0003126,C0455270,2.0
C0003126,C0034931,4.0
C0003126,C0037199,3.0
C0003126,C0013261,2.0
C0003126,C0011884,2.0
C0003126,C0033774,2.0
C0003126,C0740941,2.0
C0003126,C0234238,4.0
C0003126,C0027424,7.0
C0003126,C0232292,4.0
C0003126,C0741426,1.0
C0003126,C0796176,1.0
C0003126,C0015230,2.0
C0003126,C1313983,1.0
C0003126,C0012833,5.0
C0003126,C0038454,1.0
C0003126,C0543698,1.0
C0003126,C0001175,1.0
C0003126,C0796254,1.0
C0003126,C1579931,1.0
C0003126,C1321587,3.0
C0003126,C0008031,4.0
C0003126,C2242996,4.0
C0003126,C0017168,1.0
C0003126,C0423086,1.0
C0003126,C0235031,2.0
C0003126,C0039070,1.0
C0003126,C0277556,1.0
C0003126,C0162429,1.0
C0003126,C0085624,2.0
C0003126,C0026821,1.0
C0003126,C0007859,1.0
C0003126,C0004604,1.0
C0003126,C0235162,1.0
C0003126,C0023380,1.0
C0003126,C0013456,1.0
C0003126,C0235234,1.0
C0003126,C0221512,3.0
C0003126,C0917801,2.0
C0003126,C0239377,1.0
C0003126,C0302539,1.0
C0003126,C0231918,1.0
C0003126,C0559687,2.0
C0003126,C0009763,1.0
C0003126,C0028081,1.0
C0003126,C0033893,1.0
C0003126,C0235287,1.0
C0003126,C0858599,1.0
C0003126,C0004095,1.0
C0003126,C0578687,1.0
C0003126,C0438716,5.0
C0003126,C0423618,1.0
C0003126,C0149725,1.0
C0003126,C1443924,1.0
C0003126,C0042571,1.0
C0003126,C0149931,1.0
C0003126,C0362046,1.0
C0003126,C0040425,2.0
C0003126,C1510471,1.0
C0003126,C0004364,1.0
C0003126,C0847554,1.0
C0003126,C2957106,1.0
C0003126,C0439814,1.0
C0003126,C0742339,1.0
C0003126,C0497366,1.0
C0003126,C0017672,1.0
C0003126,C0677500,1.0
C0003126,C0586407,1.0
C0003126,C2039120,2.0
C0003126,C0238741,1.0
C0003126,C0239886,2.0
C0003126,C0019825,1.0
C0003126,C0858600,4.0
C0003126,C0581880,1.0
C0003126,C1854310,1.0
C0003126,C2129214,2.0
C0003126,C0242301,1.0
C0003126,C0232487,1.0
C0003126,C0238990,1.0
C0003126,C0858598,1.0
C0003126,C0039082,1.0
C0003126,C0239836,1.0
C0003126,C0857117,1.0
C0003126,C0339805,1.0
C0003126,C0030794,1.0
C0003126,C1861735,1.0
C0003126,C0547030,1.0
C0003126,C0344232,1.0
C0003126,C0522251,1.0
C0003126,C0423665,1.0
C0003126,C0032310,1.0
C0003126,C0010674,1.0
C0003126,C0857172,1.0
C0003126,C0080151,1.0
C0003126,C0043194,1.0
C0003126,C0272285,1.0
C0003126,C1836672,1.0
C0003126,C0474496,1.0
C0003126,C0423729,1.0
C0003126,C3640008,1.0
C0003126,C1145670,1.0
C0271441,C1845118,3.0
C0271441,C0019340,1.0
C0271441,C0683324,4.0
C0271441,C0796126,2.0
C0271441,C0085594,1.0
C0271441,C0241898,1.0
C0271441,C0015672,1.0
C0271441,C0234233,2.0
C0271441,C3539909,2.0
C0271441,C0009443,3.0
C0271441,C0021400,9.0
C0271441,C0010200,8.0
C0271441,C0013404,1.0
C0271441,C0456909,2.0
C0271441,C1864389,5.0
C0271441,C2364111,1.0
C0271441,C0596601,2.0
C0271441,C0036572,5.0
C0271441,C0024117,2.0
C0271441,C0031350,1.0
C0271441,C0242429,1.0
C0271441,C0018681,2.0
C0271441,C0265220,4.0
C0271441,C0271382,1.0
C0271441,C2076600,1.0
C0271441,C0031036,1.0
C0271441,C1336827,1.0
C0271441,C0263940,1.0
C0271441,C1175175,2.0
C0271441,C0011991,1.0
C0271441,C0231528,1.0
C0271441,C0039235,1.0
C0271441,C0011263,2.0
C0271441,C0040149,1.0
C0271441,C0263677,1.0
C0271441,C0017495,1.0
C0271441,C0263214,1.0
C0271441,C0796092,2.0
C0271441,C0029421,1.0
C0271441,C0271686,1.0
C0271441,C0577573,1.0
C0271441,C1517205,1.0
C0271441,C0231617,4.0
C0271441,C0231217,1.0
C0271441,C0032371,2.0
C0271441,C0023886,2.0
C0271441,C0025007,2.0
C0271441,C0432262,3.0
C0271441,C0683369,3.0
C0271441,C0008679,1.0
C0271441,C0220870,1.0
C0271441,C0085593,2.0
C0271441,C0030360,1.0
C0271441,C0032285,3.0
C0271441,C0042769,2.0
C0271441,C0004096,1.0
C0271441,C0028754,2.0
C0271441,C0020538,1.0
C0271441,C0011849,2.0
C0271441,C0024115,1.0
C0271441,C0022658,1.0
C0271441,C0497406,1.0
C0271441,C0948873,1.0
C0271441,C0270724,4.0
C0271441,C0231218,1.0
C0271441,C0040822,2.0
C0271441,C0235309,1.0
C0271441,C0557875,3.0
C0271441,C0275518,2.0
C0271441,C0026760,1.0
C0271441,C0221170,3.0
C0271441,C0432291,1.0
C0271441,C0342895,1.0
C0271441,C2931783,1.0
C0271441,C0341703,2.0
C0271441,C0011860,1.0
C0271441,C0019247,1.0
C0271441,C1839736,2.0
C0271441,C0239313,1.0
C0271441,C1849718,2.0
C0271441,C1862941,1.0
C0271441,C0034931,1.0
C0271441,C0085786,1.0
C0271441,C0740941,2.0
C0271441,C0234238,1.0
C0271441,C0024591,1.0
C0271441,C0877015,1.0
C0271441,C0343401,1.0
C0271441,C0221055,2.0
C0271441,C0796176,1.0
C0271441,C0030201,1.0
C0271441,C0087031,1.0
C0271441,C0268238,2.0
C0271441,C0015230,3.0
C0271441,C1260899,1.0
C0271441,C3278560,1.0
C0271441,C1313983,1.0
C0271441,C0012833,1.0
C0271441,C0001175,3.0
C0271441,C0152936,1.0
C0271441,C0032064,2.0
C0271441,C0024814,1.0
C0271441,C0004698,1.0
C0271441,C0003462,1.0
C0271441,C0034951,1.0
C0271441,C0175754,3.0
C0271441,C3495488,1.0
C0271441,C0018801,1.0
C0271441,C0476273,1.0
C0271441,C0231311,1.0
C0271441,C0348217,1.0
C0271441,C0006277,2.0
C0271441,C0270814,1.0
C0271441,C0011175,1.0
C0271441,C0039070,1.0
C0271441,C0149871,1.0
C0271441,C0016053,1.0
C0271441,C0004364,1.0
C0271441,C0019212,1.0
C0271441,C1854310,1.0
C0271441,C0265338,1.0
C0271441,C0242383,1.0
C0271441,C0575090,2.0
C0271441,C1442877,1.0
C0271441,C0080151,2.0
C0271441,C0043194,2.0
C0271441,C2370950,2.0
C0271441,C2931877,1.0
C0271441,C1836672,1.0
C0271441,C0019360,1.0
C0271441,C1535939,2.0
C0271441,C1720830,2.0
C0271441,C0679225,1.0
C0271441,C0039483,1.0
C0271441,C0014544,1.0
C0271441,C0033860,1.0
C0271441,C0406775,1.0
C0271441,C0878544,1.0
C0271441,C0043167,1.0
C0271441,C0262395,1.0
C0271441,C0162531,1.0
C0271441,C0032533,1.0
C0271441,C0027849,1.0
C0271441,C0024534,1.0
C0271441,C1852222,2.0
C0271441,C0314719,2.0
C0271441,C0018784,2.0
C0271441,C0035920,2.0
C0271441,C0042594,2.0
C0271441,C0036285,2.0
C0271441,C0155502,2.0
C0271441,C0238190,1.0
C0271441,C0813142,1.0
C0271441,C0559483,1.0
C0271441,C0032319,1.0
C0271441,C0030299,1.0
C0271441,C1848392,1.0
C0271441,C0017667,1.0
C0271441,C0263393,1.0
C0271441,C0153064,1.0
C0271441,C0233488,1.0
C0271441,C0040038,1.0
C0271441,C0398623,1.0
C0271441,C0018939,1.0
C0271441,C1859722,1.0
C0271441,C0857946,1.0
C0271441,C0521839,1.0
C0271441,C0020951,1.0
C0271441,C0030409,1.0
C1845118,C0019340,1.0
C1845118,C0683324,2.0
C1845118,C0796126,3.0
C1845118,C0085594,2.0
C1845118,C0241898,1.0
C1845118,C0015672,17.0
C1845118,C0234233,4.0
C1845118,C3539909,10.0
C1845118,C0011847,1.0
C1845118,C0009443,11.0
C1845118,C0021400,30.0
C1845118,C0030305,1.0
C1845118,C1260880,8.0
C1845118,C0010200,20.0
C1845118,C0004093,13.0
C1845118,C0013404,9.0
C1845118,C0456909,2.0
C1845118,C0029437,3.0
C1845118,C0020498,1.0
C1845118,C1864389,3.0
C1845118,C0018520,2.0
C1845118,C0027051,4.0
C1845118,C0011334,1.0
C1845118,C2364111,3.0
C1845118,C3257980,1.0
C1845118,C0018099,1.0
C1845118,C0596601,1.0
C1845118,C0036572,3.0
C1845118,C0024117,8.0
C1845118,C0476270,1.0
C1845118,C1260922,1.0
C1845118,C0037354,1.0
C1845118,C0031350,6.0
C1845118,C1956097,8.0
C1845118,C0242429,6.0
C1845118,C0018681,9.0
C1845118,C0265220,2.0
C1845118,C3670075,1.0
C1845118,C3150946,1.0
C1845118,C0741585,6.0
C1845118,C0011991,1.0
C1845118,C0042963,3.0
C1845118,C0027497,6.0
C1845118,C0231528,2.0
C1845118,C0039235,2.0
C1845118,C0011263,1.0
C1845118,C0040149,1.0
C1845118,C0263214,1.0
C1845118,C0796092,1.0
C1845118,C0577573,2.0
C1845118,C1517205,5.0
C1845118,C0231617,4.0
C1845118,C1096446,1.0
C1845118,C0032371,2.0
C1845118,C0023886,4.0
C1845118,C0025007,2.0
C1845118,C0432262,6.0
C1845118,C0683369,8.0
C1845118,C0008679,2.0
C1845118,C0085593,7.0
C1845118,C0030360,3.0
C1845118,C0032285,11.0
C1845118,C0004626,4.0
C1845118,C0948192,1.0
C1845118,C0004096,5.0
C1845118,C0028754,2.0
C1845118,C0020538,1.0
C1845118,C0011849,3.0
C1845118,C0024115,4.0
C1845118,C0027769,1.0
C1845118,C0042870,6.0
C1845118,C0016382,2.0
C1845118,C0948873,2.0
C1845118,C0003123,2.0
C1845118,C0270724,12.0
C1845118,C0850149,10.0
C1845118,C0409974,2.0
C1845118,C0024530,1.0
C1845118,C0016204,1.0
C1845118,C1659989,1.0
C1845118,C0231218,7.0
C1845118,C0040822,1.0
C1845118,C0232462,1.0
C1845118,C0235309,2.0
C1845118,C0392674,3.0
C1845118,C0041912,1.0
C1845118,C0795691,3.0
C1845118,C0557875,13.0
C1845118,C0242073,3.0
C1845118,C0019151,1.0
C1845118,C0348754,1.0
C1845118,C0275518,1.0
C1845118,C0235272,1.0
C1845118,C0026760,9.0
C1845118,C0035854,1.0
C1845118,C1839730,1.0
C1845118,C0221170,1.0
C1845118,C0425481,2.0
C1845118,C0333291,1.0
C1845118,C0392171,1.0
C1845118,C0342895,2.0
C1845118,C0341703,2.0
C1845118,C1839736,2.0
C1845118,C0037052,1.0
C1845118,C3542022,2.0
C1845118,C1849718,2.0
C1845118,C0455270,1.0
C1845118,C1862941,2.0
C1845118,C0275814,1.0
C1845118,C0034931,3.0
C1845118,C0025294,1.0
C1845118,C0037199,4.0
C1845118,C0013261,1.0
C1845118,C0011884,1.0
C1845118,C0033774,1.0
C1845118,C0085786,2.0
C1845118,C1369008,1.0
C1845118,C0740941,4.0
C1845118,C0234238,7.0
C1845118,C0857245,1.0
C1845118,C0027424,1.0
C1845118,C0024591,2.0
C1845118,C0162538,1.0
C1845118,C0235728,1.0
C1845118,C0232292,2.0
C1845118,C0741426,1.0
C1845118,C0017547,1.0
C1845118,C1719788,1.0
C1845118,C0877015,1.0
C1845118,C0205721,1.0
C1845118,C0343401,1.0
C1845118,C0038644,1.0
C1845118,C1866994,1.0
C1845118,C0037284,1.0
C1845118,C2363771,1.0
C1845118,C0034072,1.0
C1845118,C0598196,1.0
C1845118,C0221055,1.0
C1845118,C0796176,2.0
C1845118,C1318973,1.0
C1845118,C0013336,1.0
C1845118,C0849640,1.0
C1845118,C0030201,1.0
C1845118,C0271188,1.0
C1845118,C0015230,2.0
C1845118,C0024138,1.0
C1845118,C1260899,2.0
C1845118,C0012833,2.0
C1845118,C0001175,1.0
C1845118,C0272213,1.0
C1845118,C0152936,1.0
C1845118,C0032064,1.0
C1845118,C0024814,1.0
C1845118,C0004698,1.0
C1845118,C0003462,1.0
C1845118,C0034951,1.0
C1845118,C3495488,1.0
C1845118,C0476273,1.0
C1845118,C0740396,1.0
C1845118,C1321587,5.0
C1845118,C0006277,4.0
C1845118,C0008031,5.0
C1845118,C0011175,1.0
C1845118,C0235031,1.0
C1845118,C0039070,1.0
C1845118,C0277556,2.0
C1845118,C0162429,1.0
C1845118,C0600142,4.0
C1845118,C0917801,5.0
C1845118,C0016053,1.0
C1845118,C0302539,1.0
C1845118,C0015674,4.0
C1845118,C0559687,3.0
C1845118,C0028081,2.0
C1845118,C0439053,1.0
C1845118,C0438716,1.0
C1845118,C0149725,1.0
C1845118,C0004364,2.0
C1845118,C0019212,1.0
C1845118,C0700201,1.0
C1845118,C1854310,1.0
C1845118,C0231530,1.0
C1845118,C0730321,2.0
C1845118,C0239134,4.0
C1845118,C0265338,1.0
C1845118,C0033046,1.0
C1845118,C0037763,5.0
C1845118,C0263385,2.0
C1845118,C0431375,2.0
C1845118,C0238990,1.0
C1845118,C0027707,1.0
C1845118,C0242383,1.0
C1845118,C0002016,1.0
C1845118,C1969653,1.0
C1845118,C0231811,2.0
C1845118,C1442877,2.0
C1845118,C0275626,1.0
C1845118,C0238995,1.0
C1845118,C0021345,1.0
C1845118,C0235716,1.0
C1845118,C0042111,1.0
C1845118,C0035078,1.0
C1845118,C0010340,1.0
C1845118,C1096235,1.0
C1845118,C0038395,1.0
C1845118,C0857156,6.0
C1845118,C0080151,6.0
C1845118,C0043194,7.0
C1845118,C1396851,1.0
C1845118,C0019158,1.0
C1845118,C0036689,2.0
C1845118,C0476214,1.0
C1845118,C0265514,2.0
C1845118,C0234215,2.0
C1845118,C0272285,1.0
C1845118,C0019360,4.0
C1845118,C0011119,1.0
C1845118,C1535939,6.0
C1845118,C1561643,1.0
C1845118,C0679225,1.0
C1845118,C0730607,1.0
C1845118,C0231706,2.0
C1845118,C0677607,1.0
C1845118,C0031542,1.0
C1845118,C0014175,1.0
C1845118,C0206062,1.0
C1845118,C0038160,1.0
C1845118,C0040128,1.0
C1845118,C0029408,1.0
C1845118,C0031117,1.0
C1845118,C0746592,1.0
C1845118,C0006267,1.0
C1845118,C0332573,1.0
C1845118,C0026837,1.0
C1845118,C0014544,1.0
C1845118,C0848222,2.0
C1845118,C0423640,2.0
C1845118,C0393720,1.0
C1845118,C0008677,6.0
C1845118,C0878544,1.0
C1845118,C0043167,1.0
C1845118,C0262395,1.0
C1845118,C0162531,1.0
C1845118,C0032533,1.0
C1845118,C0027849,1.0
C1845118,C0024534,1.0
C1845118,C0039614,1.0
C1845118,C0025237,1.0
C1845118,C1851100,1.0
C1845118,C0231710,1.0
C1845118,C0235744,1.0
C1845118,C0037317,1.0
C1845118,C3281223,1.0
C1845118,C0085096,2.0
C1845118,C0036396,2.0
C1845118,C0749769,1.0
C1845118,C0039239,1.0
C1845118,C0159028,1.0
C1845118,C0006109,1.0
C1845118,C0276496,1.0
C0019340,C0683324,1.0
C0019340,C0796126,1.0
C0019340,C0085594,1.0
C0019340,C0241898,1.0
C0019340,C0015672,1.0
C0019340,C0234233,1.0
C0019340,C0009443,1.0
C0019340,C0021400,1.0
C0019340,C0018099,1.0
C0019340,C0024117,1.0
C0019340,C0263940,1.0
C0019340,C1175175,1.0
C0019340,C0025007,1.0
C0019340,C3714552,1.0
C0019340,C0042769,1.0
C0019340,C1096155,1.0
C0019340,C0409974,1.0
C0019340,C0024530,1.0
C0019340,C0018790,1.0
C0019340,C0017547,1.0
C0019340,C0035222,1.0
C0019340,C0019693,1.0
C0019340,C0019372,1.0
C0019340,C0003873,1.0
C0019340,C1290884,1.0
C0683324,C0796126,1.0
C0683324,C0085594,1.0
C0683324,C0241898,1.0
C0683324,C0015672,3.0
C0683324,C0234233,1.0
C0683324,C0009443,1.0
C0683324,C0021400,3.0
C0683324,C0010200,4.0
C0683324,C0004093,1.0
C0683324,C0013404,1.0
C0683324,C0456909,2.0
C0683324,C2364111,1.0
C0683324,C3257980,1.0
C0683324,C0036572,2.0
C0683324,C0851121,1.0
C0683324,C0476270,1.0
C0683324,C1260922,2.0
C0683324,C0265220,1.0
C0683324,C2076600,1.0
C0683324,C0231617,2.0
C0683324,C0023886,2.0
C0683324,C0432262,1.0
C0683324,C0032285,1.0
C0683324,C0004096,1.0
C0683324,C0027769,1.0
C0683324,C0270724,1.0
C0683324,C1659989,1.0
C0683324,C0231218,1.0
C0683324,C0232462,1.0
C0683324,C0557875,3.0
C0683324,C0275518,2.0
C0683324,C0026760,1.0
C0683324,C0221170,2.0
C0683324,C0037052,2.0
C0683324,C0473780,1.0
C0683324,C3542022,1.0
C0683324,C1862941,1.0
C0683324,C0034931,1.0
C0683324,C0085786,1.0
C0683324,C0740941,1.0
C0683324,C0175754,2.0
C0683324,C3495488,1.0
C0683324,C0277556,1.0
C0683324,C0917801,1.0
C0683324,C0019212,1.0
C0683324,C0037763,1.0
C0683324,C1969653,1.0
C0683324,C0080151,1.0
C0683324,C0043194,2.0
C0683324,C0265514,1.0
C0683324,C1720830,2.0
C0683324,C0025237,1.0
C0683324,C1851100,1.0
C0683324,C0231710,1.0
C0683324,C0235744,1.0
C0683324,C0037317,1.0
C0683324,C0268314,1.0
C0683324,C1852222,2.0
C0683324,C0314719,2.0
C0796126,C0085594,1.0
C0796126,C0241898,1.0
C0796126,C0015672,2.0
C0796126,C0234233,1.0
C0796126,C3539909,2.0
C0796126,C0009443,2.0
C0796126,C0021400,3.0
C0796126,C0010200,2.0
C0796126,C0004093,1.0
C0796126,C0596601,1.0
C0796126,C0036572,1.0
C0796126,C0037354,1.0
C0796126,C0033806,1.0
C0796126,C0031350,1.0
C0796126,C0021053,1.0
C0796126,C3494506,1.0
C0796126,C0030372,1.0
C0796126,C1956097,1.0
C0796126,C0424513,1.0
C0796126,C0242429,1.0
C0796126,C0018681,3.0
C0796126,C3670075,1.0
C0796126,C0032371,1.0
C0796126,C0432262,2.0
C0796126,C0683369,2.0
C0796126,C0008679,1.0
C0796126,C0085593,1.0
C0796126,C0032285,1.0
C0796126,C0028754,1.0
C0796126,C0020538,1.0
C0796126,C0011849,2.0
C0796126,C0024115,2.0
C0796126,C0948873,1.0
C0796126,C0270724,2.0
C0796126,C0016204,1.0
C0796126,C0231218,1.0
C0796126,C0235309,1.0
C0796126,C0795691,1.0
C0796126,C0557875,1.0
C0796126,C0026760,1.0
C0796126,C0342895,2.0
C0796126,C1849718,1.0
C0796126,C0455270,1.0
C0796126,C0034931,1.0
C0796126,C0740941,1.0
C0796126,C0234238,1.0
C0796126,C0024591,1.0
C0796126,C0151744,1.0
C0796126,C0152227,1.0
C0796126,C0796176,1.0
C0796126,C0022353,1.0
C0796126,C1321587,1.0
C0796126,C0008031,1.0
C0796126,C0039070,1.0
C0796126,C0302539,1.0
C0796126,C0559687,1.0
C0796126,C0004095,1.0
C0796126,C0265338,1.0
C0796126,C0238990,1.0
C0796126,C1442877,1.0
C0796126,C0080151,2.0
C0796126,C0043194,2.0
C0796126,C2895206,1.0
C0796126,C2931877,1.0
C0796126,C0019360,1.0
C0796126,C1535939,1.0
C0796126,C0002880,1.0
C0796126,C0014544,2.0
C0796126,C0878544,1.0
C0796126,C0043167,1.0
C0796126,C0262395,1.0
C0796126,C0162531,1.0
C0796126,C0032533,1.0
C0796126,C0027849,1.0
C0796126,C0024534,1.0
C0796126,C0015190,1.0
C0796126,C0268497,1.0
C0796126,C0035258,1.0
C0796126,C0009269,1.0
C0085594,C0241898,1.0
C0085594,C0015672,3.0
C0085594,C0234233,2.0
C0085594,C0021400,1.0
C0085594,C0010200,1.0
C0085594,C0024117,1.0
C0085594,C0018681,1.0
C0085594,C0011991,1.0
C0085594,C0432262,1.0
C0085594,C0003123,1.0
C0085594,C0037090,1.0
C0085594,C0004135,1.0
C0085594,C0027424,1.0
C0085594,C0019159,1.0
C0085594,C0524909,1.0
C0085594,C0476288,1.0
C0085594,C1535939,1.0
C0085594,C0730607,1.0
C0085594,C0393720,1.0
C0085594,C0008677,1.0
C0241898,C0015672,1.0
C0241898,C0234233,1.0
C0015672,C0234233,18.0
C0015672,C3539909,11.0
C0015672,C0011847,3.0
C0015672,C0009443,23.0
C0015672,C0021400,25.0
C0015672,C1260880,16.0
C0015672,C0010200,42.0
C0015672,C0004093,12.0
C0015672,C0013404,31.0
C0015672,C0029437,1.0
C0015672,C1864389,1.0
C0015672,C0018520,1.0
C0015672,C0027051,5.0
C0015672,C0442886,1.0
C0015672,C2364111,14.0
C0015672,C3257980,2.0
C0015672,C0596601,2.0
C0015672,C0036572,7.0
C0015672,C0024117,8.0
C0015672,C0851121,2.0
C0015672,C0476270,2.0
C0015672,C1260922,2.0
C0015672,C0037354,1.0
C0015672,C0033806,1.0
C0015672,C0031350,27.0
C0015672,C0021053,2.0
C0015672,C3494506,1.0
C0015672,C0030372,1.0
C0015672,C1956097,8.0
C0015672,C0424513,1.0
C0015672,C0242429,27.0
C0015672,C0018681,37.0
C0015672,C3670075,3.0
C0015672,C3150946,1.0
C0015672,C0741585,21.0
