Source,Destination,Weight
C0549410,C0007286,1.0
C0549410,C0730307,2.0
C0549410,C0206750,11.0
C0549410,C0267446,3.0
C0549410,C1268935,1.0
C0549410,C0432255,9.0
C0549410,C0036916,2.0
C0549410,C0432252,1.0
C0549410,C0600260,4.0
C0549410,C0272302,3.0
C0549410,C0030193,1.0
C0549410,C0848283,1.0
C0549410,C0023882,1.0
C0549410,C0266427,1.0
C0549410,C1861457,1.0
C0549410,C0009443,1.0
C0549410,C0021400,2.0
C0549410,C0010200,2.0
C0549410,C0004093,1.0
C0549410,C0020498,1.0
C0549410,C1864389,1.0
C0549410,C0024117,1.0
C0549410,C0265220,1.0
C0549410,C0263677,1.0
C0549410,C0263214,1.0
C0549410,C0577573,1.0
C0549410,C0231217,1.0
C0549410,C0085593,1.0
C0549410,C0027769,2.0
C0549410,C0270724,3.0
C0549410,C0392674,1.0
C0549410,C0432291,1.0
C0549410,C0425449,1.0
C0549410,C0241042,1.0
C0549410,C0342895,1.0
C0549410,C0205930,1.0
C0549410,C2931783,1.0
C0549410,C0024591,1.0
C0549410,C0010964,1.0
C0549410,C0848290,1.0
C0549410,C0235710,1.0
C0549410,C0042214,1.0
C0549410,C0027092,1.0
C0549410,C0022521,1.0
C0549410,C0263541,1.0
C0007286,C0730307,12.0
C0007286,C0206750,46.0
C0007286,C0267446,14.0
C0007286,C1268935,2.0
C0007286,C0432255,31.0
C0007286,C0036916,7.0
C0007286,C0432252,2.0
C0007286,C0600260,21.0
C0007286,C0272302,22.0
C0007286,C0030193,7.0
C0007286,C0848283,1.0
C0007286,C0023882,21.0
C0007286,C0266427,5.0
C0007286,C1861457,2.0
C0007286,C0271441,8.0
C0007286,C1845118,5.0
C0007286,C0683324,2.0
C0007286,C0796126,1.0
C0007286,C0234233,1.0
C0007286,C3539909,4.0
C0007286,C0009443,10.0
C0007286,C0021400,13.0
C0007286,C0010200,10.0
C0007286,C0004093,2.0
C0007286,C0013404,1.0
C0007286,C0456909,5.0
C0007286,C0029437,2.0
C0007286,C0020498,3.0
C0007286,C1864389,5.0
C0007286,C0018520,1.0
C0007286,C0018099,1.0
C0007286,C0596601,3.0
C0007286,C0036572,7.0
C0007286,C0024117,7.0
C0007286,C0037354,1.0
C0007286,C1956097,5.0
C0007286,C0018681,1.0
C0007286,C0265220,1.0
C0007286,C0271382,1.0
C0007286,C2076600,1.0
C0007286,C0031036,1.0
C0007286,C1336827,1.0
C0007286,C0263940,2.0
C0007286,C0741585,1.0
C0007286,C1175175,1.0
C0007286,C0039235,1.0
C0007286,C0011263,3.0
C0007286,C0040149,1.0
C0007286,C0263677,3.0
C0007286,C0017495,1.0
C0007286,C0263214,2.0
C0007286,C0796092,4.0
C0007286,C0029421,1.0
C0007286,C0271686,1.0
C0007286,C0577573,3.0
C0007286,C1517205,3.0
C0007286,C0231617,5.0
C0007286,C0231217,1.0
C0007286,C0032371,3.0
C0007286,C0023886,5.0
C0007286,C0025007,2.0
C0007286,C0242350,1.0
C0007286,C0432262,4.0
C0007286,C0872315,1.0
C0007286,C0275813,1.0
C0007286,C0683369,7.0
C0007286,C0034067,2.0
C0007286,C0472762,2.0
C0007286,C0008679,2.0
C0007286,C0085593,1.0
C0007286,C0030360,2.0
C0007286,C0032285,1.0
C0007286,C0004096,4.0
C0007286,C0028754,2.0
C0007286,C0020538,1.0
C0007286,C0011849,2.0
C0007286,C0024115,2.0
C0007286,C0022658,1.0
C0007286,C0027769,4.0
C0007286,C0497406,1.0
C0007286,C0270724,11.0
C0007286,C0409974,2.0
C0007286,C0024530,1.0
C0007286,C0016204,2.0
C0007286,C0231218,1.0
C0007286,C0040822,2.0
C0007286,C0221423,1.0
C0007286,C0028084,1.0
C0007286,C0235309,2.0
C0007286,C0392674,2.0
C0007286,C0018790,1.0
C0007286,C0795691,1.0
C0007286,C0557875,3.0
C0007286,C0242073,1.0
C0007286,C0019151,1.0
C0007286,C0348754,1.0
C0007286,C0275518,3.0
C0007286,C0235272,1.0
C0007286,C0026760,3.0
C0007286,C0035854,1.0
C0007286,C1839730,1.0
C0007286,C0221170,6.0
C0007286,C0425481,3.0
C0007286,C0432291,1.0
C0007286,C0342895,1.0
C0007286,C0205930,1.0
C0007286,C0341703,2.0
C0007286,C0011860,1.0
C0007286,C0019247,1.0
C0007286,C1839736,3.0
C0007286,C0239313,1.0
C0007286,C1849718,3.0
C0007286,C1862941,1.0
C0007286,C0085786,1.0
C0007286,C0740941,1.0
C0007286,C0234238,1.0
C0007286,C0024591,4.0
C0007286,C0162628,1.0
C0007286,C0017547,1.0
C0007286,C0151744,8.0
C0007286,C0877015,1.0
C0007286,C0343401,1.0
C0007286,C0796176,3.0
C0007286,C0030201,1.0
C0007286,C0087031,1.0
C0007286,C0024138,1.0
C0007286,C0175697,2.0
C0007286,C1260899,1.0
C0007286,C3278560,1.0
C0007286,C2314994,1.0
C0007286,C0032064,1.0
C0007286,C0175754,5.0
C0007286,C3495488,2.0
C0007286,C0018801,1.0
C0007286,C0476273,1.0
C0007286,C1321587,1.0
C0007286,C0011175,2.0
C0007286,C0039070,1.0
C0007286,C0277556,1.0
C0007286,C0149871,1.0
C0007286,C0016053,1.0
C0007286,C0302539,1.0
C0007286,C0004364,1.0
C0007286,C0019212,1.0
C0007286,C1854310,1.0
C0007286,C0010964,1.0
C0007286,C0730321,6.0
C0007286,C0231837,1.0
C0007286,C0027341,1.0
C0007286,C0458171,1.0
C0007286,C0265338,1.0
C0007286,C0027707,1.0
C0007286,C0039082,1.0
C0007286,C0030481,6.0
C0007286,C1442877,1.0
C0007286,C0037315,1.0
C0007286,C0010340,4.0
C0007286,C0080151,9.0
C0007286,C0043194,6.0
C0007286,C2895206,5.0
C0007286,C2931877,3.0
C0007286,C0272285,1.0
C0007286,C0019360,1.0
C0007286,C1535939,3.0
C0007286,C1720830,3.0
C0007286,C1561643,1.0
C0007286,C0085631,1.0
C0007286,C0679225,1.0
C0007286,C0679247,4.0
C0007286,C0039483,1.0
C0007286,C0677607,1.0
C0007286,C0031542,1.0
C0007286,C0014175,1.0
C0007286,C0206062,1.0
C0007286,C0038160,1.0
C0007286,C0040128,1.0
C0007286,C0029408,1.0
C0007286,C0031117,1.0
C0007286,C0002880,1.0
C0007286,C0006267,3.0
C0007286,C0022521,1.0
C0007286,C0268696,1.0
C0007286,C0014544,2.0
C0007286,C1956257,1.0
C0007286,C0033860,2.0
C0007286,C0878544,1.0
C0007286,C0043167,1.0
C0007286,C0262395,1.0
C0007286,C0162531,1.0
C0007286,C0032533,1.0
C0007286,C0027849,1.0
C0007286,C0024534,1.0
C0007286,C0015190,1.0
C0007286,C0393459,1.0
C0007286,C0008055,1.0
C0007286,C0338480,1.0
C0007286,C0393593,1.0
C0007286,C0015306,1.0
C0007286,C1852222,2.0
C0007286,C0314719,2.0
C0007286,C0267808,2.0
C0007286,C0023374,2.0
C0007286,C0339510,2.0
C0007286,C0085632,2.0
C0007286,C0032319,1.0
C0007286,C0030299,1.0
C0007286,C1848392,1.0
C0007286,C0017667,1.0
C0007286,C0263393,1.0
C0007286,C1850106,1.0
C0007286,C0023895,1.0
C0007286,C0008715,1.0
C0007286,C0497169,1.0
C0007286,C0153064,1.0
C0007286,C0233488,1.0
C0007286,C0040038,1.0
C0007286,C0398623,1.0
C0007286,C0018939,1.0
C0007286,C1859722,1.0
C0007286,C1299624,4.0
C0007286,C0751295,4.0
C0007286,C0392475,1.0
C0007286,C0242770,1.0
C0007286,C0162557,1.0
C0007286,C0006109,1.0
C0730307,C0206750,32.0
C0730307,C0267446,11.0
C0730307,C1268935,3.0
C0730307,C0432255,27.0
C0730307,C0036916,4.0
C0730307,C0432252,1.0
C0730307,C0600260,17.0
C0730307,C0272302,18.0
C0730307,C0030193,8.0
C0730307,C0848283,1.0
C0730307,C0023882,22.0
C0730307,C0266427,3.0
C0730307,C0003126,1.0
C0730307,C0271441,3.0
C0730307,C1845118,1.0
C0730307,C0683324,2.0
C0730307,C0796126,1.0
C0730307,C0015672,3.0
C0730307,C0234233,3.0
C0730307,C0009443,11.0
C0730307,C0021400,6.0
C0730307,C1260880,1.0
C0730307,C0010200,8.0
C0730307,C0004093,1.0
C0730307,C0013404,3.0
C0730307,C0456909,2.0
C0730307,C0020498,3.0
C0730307,C1864389,4.0
C0730307,C0027051,1.0
C0730307,C2364111,1.0
C0730307,C0403566,1.0
C0730307,C0596601,4.0
C0730307,C0036572,7.0
C0730307,C0024117,4.0
C0730307,C0476270,1.0
C0730307,C1956097,4.0
C0730307,C0018681,1.0
C0730307,C3670075,1.0
C0730307,C1175175,1.0
C0730307,C0027497,2.0
C0730307,C0011263,4.0
C0730307,C0040149,1.0
C0730307,C0263214,1.0
C0730307,C0796092,1.0
C0730307,C0231617,4.0
C0730307,C1096446,1.0
C0730307,C0023886,2.0
C0730307,C0275813,1.0
C0730307,C0683369,4.0
C0730307,C0034067,1.0
C0730307,C0008679,1.0
C0730307,C0220870,1.0
C0730307,C0085593,1.0
C0730307,C0004096,4.0
C0730307,C0027769,2.0
C0730307,C0016382,2.0
C0730307,C0948873,1.0
C0730307,C0270724,12.0
C0730307,C0850149,1.0
C0730307,C0016204,4.0
C0730307,C0235129,1.0
C0730307,C0040822,2.0
C0730307,C1291077,1.0
C0730307,C0235309,2.0
C0730307,C0392674,2.0
C0730307,C0041912,1.0
C0730307,C0557875,5.0
C0730307,C0275518,2.0
C0730307,C0026760,1.0
C0730307,C0221170,5.0
C0730307,C0425481,2.0
C0730307,C0432291,1.0
C0730307,C0392171,1.0
C0730307,C1839736,2.0
C0730307,C0455270,1.0
C0730307,C0037199,1.0
C0730307,C0033774,1.0
C0730307,C0085786,1.0
C0730307,C0740941,2.0
C0730307,C0234238,2.0
C0730307,C0024591,3.0
C0730307,C0232292,1.0
C0730307,C0151744,11.0
C0730307,C0877015,1.0
C0730307,C0343401,1.0
C0730307,C0796176,5.0
C0730307,C0030201,1.0
C0730307,C0087031,1.0
C0730307,C0270627,1.0
C0730307,C0175697,3.0
C0730307,C1260899,3.0
C0730307,C3278560,2.0
C0730307,C0022353,2.0
C0730307,C0012833,1.0
C0730307,C0038454,1.0
C0730307,C0024814,1.0
C0730307,C0175754,5.0
C0730307,C1321587,1.0
C0730307,C1836123,1.0
C0730307,C0427149,1.0
C0730307,C2242996,1.0
C0730307,C0235031,1.0
C0730307,C0277556,2.0
C0730307,C0011168,1.0
C0730307,C0023380,1.0
C0730307,C0221512,1.0
C0730307,C0016053,1.0
C0730307,C0302539,1.0
C0730307,C0559687,1.0
C0730307,C0009763,1.0
C0730307,C0003864,1.0
C0730307,C0004095,1.0
C0730307,C0438716,2.0
C0730307,C1443924,1.0
C0730307,C0849959,1.0
C0730307,C0042571,1.0
C0730307,C0004364,1.0
C0730307,C0019212,1.0
C0730307,C0730321,7.0
C0730307,C0458171,2.0
C0730307,C0033046,1.0
C0730307,C0242301,1.0
C0730307,C0027707,1.0
C0730307,C0030481,6.0
C0730307,C0234786,1.0
C0730307,C0848277,1.0
C0730307,C0231811,1.0
C0730307,C0575090,1.0
C0730307,C0235283,1.0
C0730307,C0042214,2.0
C0730307,C0037315,1.0
C0730307,C0035078,1.0
C0730307,C0010340,5.0
C0730307,C1096235,1.0
C0730307,C0080151,6.0
C0730307,C0043194,6.0
C0730307,C1306856,1.0
C0730307,C0017605,1.0
C0730307,C2895206,6.0
C0730307,C2931877,4.0
C0730307,C0242994,1.0
C0730307,C0231451,1.0
C0730307,C0272285,4.0
C0730307,C1836672,1.0
C0730307,C0474496,1.0
C0730307,C0423729,1.0
C0730307,C3640008,1.0
C0730307,C0312422,1.0
C0730307,C1535939,1.0
C0730307,C1720830,3.0
C0730307,C0085631,1.0
C0730307,C0679247,4.0
C0730307,C0002880,1.0
C0730307,C0006267,3.0
C0730307,C0013902,1.0
C0730307,C0796074,1.0
C0730307,C0026837,1.0
C0730307,C0014544,2.0
C0730307,C0037672,1.0
C0730307,C0012242,1.0
C0730307,C1956257,2.0
C0730307,C0033860,3.0
C0730307,C0015190,2.0
C0730307,C0268497,1.0
C0730307,C0035258,1.0
C0730307,C0009269,2.0
C0730307,C3281223,1.0
C0730307,C1859452,1.0
C0730307,C0744638,1.0
C0730307,C0085096,1.0
C0730307,C0019559,1.0
C0730307,C0393459,1.0
C0730307,C0008055,1.0
C0730307,C0338480,1.0
C0730307,C0393593,1.0
C0730307,C0015306,1.0
C0730307,C1852222,2.0
C0730307,C0314719,2.0
C0730307,C0267808,2.0
C0730307,C0023374,2.0
C0730307,C0339510,2.0
C0730307,C0085632,2.0
C0730307,C0032319,1.0
C0730307,C0030299,1.0
C0730307,C1848392,2.0
C0730307,C0017667,1.0
C0730307,C0263393,1.0
C0730307,C1850106,1.0
C0730307,C0023895,1.0
C0730307,C0008715,1.0
C0730307,C0497169,1.0
C0730307,C0153064,1.0
C0730307,C1299624,4.0
C0730307,C0751295,4.0
C0730307,C0014742,1.0
C0730307,C0085179,1.0
C0730307,C1377828,1.0
C0730307,C2585575,1.0
C0206750,C0267446,80.0
C0206750,C1268935,8.0
C0206750,C0432255,309.0
C0206750,C0036916,58.0
C0206750,C0432252,5.0
C0206750,C0600260,139.0
C0206750,C0272302,95.0
C0206750,C0030193,117.0
C0206750,C0848283,3.0
C0206750,C0023882,124.0
C0206750,C0863093,20.0
C0206750,C0266427,37.0
C0206750,C1861457,22.0
C0206750,C0003126,39.0
C0206750,C0271441,46.0
C0206750,C1845118,68.0
C0206750,C0019340,4.0
C0206750,C0683324,18.0
C0206750,C0796126,11.0
C0206750,C0085594,5.0
C0206750,C0241898,2.0
C0206750,C0015672,100.0
C0206750,C0234233,47.0
C0206750,C3539909,40.0
C0206750,C0011847,6.0
C0206750,C0009443,135.0
C0206750,C0021400,189.0
C0206750,C0030305,2.0
C0206750,C1260880,39.0
C0206750,C0010200,230.0
C0206750,C0004093,45.0
C0206750,C0013404,98.0
C0206750,C0456909,10.0
C0206750,C0029437,8.0
C0206750,C0020498,9.0
C0206750,C1864389,28.0
C0206750,C0018520,2.0
C0206750,C0085209,2.0
C0206750,C0007273,1.0
C0206750,C0744403,1.0
C0206750,C0017563,1.0
C0206750,C0027051,19.0
C0206750,C0877046,1.0
C0206750,C0011334,4.0
C0206750,C0442886,5.0
C0206750,C0025517,1.0
C0206750,C2364111,31.0
C0206750,C3257980,7.0
C0206750,C0018099,5.0
C0206750,C0403566,1.0
C0206750,C0596601,18.0
C0206750,C0036572,67.0
C0206750,C0024117,41.0
C0206750,C0851121,6.0
C0206750,C0476270,5.0
C0206750,C1260922,6.0
C0206750,C0037354,6.0
C0206750,C0033806,2.0
C0206750,C0031350,72.0
C0206750,C0021053,8.0
C0206750,C3494506,2.0
C0206750,C0030372,1.0
C0206750,C1956097,24.0
C0206750,C0424513,1.0
C0206750,C0242429,78.0
C0206750,C0018681,102.0
C0206750,C0265220,20.0
C0206750,C0271382,4.0
C0206750,C2076600,6.0
C0206750,C0031036,4.0
C0206750,C1336827,2.0
C0206750,C0263940,6.0
C0206750,C3670075,11.0
C0206750,C3150946,4.0
C0206750,C0741585,45.0
C0206750,C1175175,42.0
C0206750,C0003862,7.0
C0206750,C0011991,34.0
C0206750,C0042963,12.0
C0206750,C0027497,52.0
C0206750,C0231528,26.0
C0206750,C0039235,4.0
C0206750,C0011263,17.0
C0206750,C0040149,10.0
C0206750,C0263677,9.0
C0206750,C0017495,2.0
C0206750,C0263214,18.0
C0206750,C0796092,9.0
C0206750,C0029421,2.0
C0206750,C0271686,2.0
C0206750,C0577573,13.0
C0206750,C1517205,18.0
C0206750,C0231617,42.0
C0206750,C1096446,8.0
C0206750,C0231217,6.0
C0206750,C0032371,13.0
C0206750,C0023886,11.0
C0206750,C0025007,15.0
C0206750,C0242350,1.0
C0206750,C0432262,24.0
C0206750,C0872315,1.0
C0206750,C0275813,4.0
C0206750,C0683369,57.0
C0206750,C0034067,6.0
C0206750,C0472762,3.0
C0206750,C0008679,16.0
C0206750,C2936329,2.0
C0206750,C0220870,12.0
C0206750,C0085593,50.0
C0206750,C0034069,2.0
C0206750,C0030360,14.0
C0206750,C0011311,3.0
C0206750,C3714552,30.0
C0206750,C0339952,2.0
C0206750,C0876973,6.0
C0206750,C0276651,2.0
C0206750,C0032285,64.0
C0206750,C0035243,10.0
C0206750,C0026946,2.0
C0206750,C0004626,4.0
C0206750,C0282687,9.0
C0206750,C0158328,2.0
C0206750,C0004623,7.0
C0206750,C0042769,20.0
C0206750,C0948192,4.0
C0206750,C0243026,6.0
C0206750,C0026780,4.0
C0206750,C0004096,43.0
C0206750,C0275524,1.0
C0206750,C0037274,3.0
C0206750,C0009782,1.0
C0206750,C0028754,19.0
C0206750,C0020538,20.0
C0206750,C0011849,28.0
C0206750,C0024115,19.0
C0206750,C0022658,7.0
C0206750,C0027769,33.0
C0206750,C0029456,1.0
C0206750,C0042870,6.0
C0206750,C0016382,19.0
C0206750,C1370824,6.0
C0206750,C0497406,12.0
C0206750,C0948873,16.0
C0206750,C0003123,16.0
C0206750,C0270724,91.0
C0206750,C1096155,9.0
C0206750,C0850149,42.0
C0206750,C0268621,4.0
C0206750,C0152244,1.0
C0206750,C2676739,13.0
C0206750,C0009421,6.0
C0206750,C0409974,10.0
C0206750,C0024530,9.0
C0206750,C0347950,2.0
C0206750,C0016204,13.0
C0206750,C0235129,4.0
C0206750,C0848168,12.0
C0206750,C0857027,11.0
C0206750,C1659989,4.0
C0206750,C0231218,24.0
C0206750,C0037090,8.0
C0206750,C0040822,19.0
C0206750,C0349410,4.0
C0206750,C0221423,17.0
C0206750,C1291077,9.0
C0206750,C0232462,5.0
C0206750,C0028084,9.0
C0206750,C0004135,7.0
C0206750,C0344191,3.0
C0206750,C0729552,2.0
C0206750,C0235309,15.0
C0206750,C0392674,29.0
C0206750,C0018790,12.0
C0206750,C0041912,21.0
C0206750,C0795691,16.0
C0206750,C0042384,4.0
C0206750,C0002170,1.0
C0206750,C0557875,68.0
C0206750,C0085635,2.0
C0206750,C0242073,9.0
C0206750,C0019151,3.0
C0206750,C0348754,2.0
C0206750,C0275518,7.0
C0206750,C0235272,2.0
C0206750,C0026760,16.0
C0206750,C0035854,2.0
C0206750,C1839730,4.0
C0206750,C0221170,14.0
C0206750,C0425481,13.0
C0206750,C0432291,8.0
C0206750,C0425449,5.0
C0206750,C0241042,1.0
C0206750,C0333291,2.0
C0206750,C0392171,9.0
C0206750,C0342895,16.0
C0206750,C0205930,3.0
C0206750,C2931783,9.0
C0206750,C0341703,7.0
C0206750,C0011860,6.0
C0206750,C0019247,1.0
C0206750,C1839736,15.0
C0206750,C0239313,1.0
C0206750,C0037052,4.0
C0206750,C0473780,2.0
C0206750,C3542022,11.0
C0206750,C1849718,12.0
C0206750,C0232602,4.0
C0206750,C0742857,1.0
C0206750,C0455270,9.0
C0206750,C1862941,7.0
C0206750,C0275814,3.0
C0206750,C0034931,33.0
C0206750,C0025294,2.0
C0206750,C0037199,17.0
C0206750,C0013261,5.0
C0206750,C0011884,5.0
C0206750,C0033774,15.0
C0206750,C0085786,11.0
C0206750,C1369008,2.0
C0206750,C0740941,15.0
C0206750,C0234238,50.0
C0206750,C0857245,2.0
C0206750,C0027424,27.0
C0206750,C0024591,29.0
C0206750,C0162628,1.0
C0206750,C0162538,1.0
C0206750,C0235728,1.0
C0206750,C0232292,35.0
C0206750,C0741426,2.0
C0206750,C0017547,4.0
C0206750,C0848765,2.0
C0206750,C0151744,15.0
C0206750,C1861455,2.0
C0206750,C0152227,4.0
C0206750,C0423600,1.0
C0206750,C1719788,2.0
C0206750,C0877015,17.0
C0206750,C0205721,2.0
C0206750,C0343401,4.0
C0206750,C0038644,4.0
C0206750,C1866994,2.0
C0206750,C0037284,4.0
C0206750,C2363771,2.0
C0206750,C0034072,2.0
C0206750,C0598196,2.0
C0206750,C0221055,9.0
C0206750,C0796176,11.0
C0206750,C1318973,2.0
C0206750,C0013336,5.0
C0206750,C0849640,2.0
C0206750,C0030201,17.0
C0206750,C0271188,2.0
C0206750,C0423575,1.0
C0206750,C0035222,14.0
C0206750,C0087031,3.0
C0206750,C0018834,9.0
C0206750,C0847097,4.0
C0206750,C0238395,1.0
C0206750,C0858958,1.0
C0206750,C0018799,10.0
C0206750,C0268238,5.0
C0206750,C0015230,26.0
C0206750,C0024138,4.0
C0206750,C0574002,2.0
C0206750,C0270627,4.0
C0206750,C0175697,7.0
C0206750,C1260899,13.0
C0206750,C3278560,5.0
C0206750,C0022353,3.0
C0206750,C1313983,4.0
C0206750,C0012833,36.0
C0206750,C0019104,2.0
C0206750,C0038454,8.0
C0206750,C0543698,2.0
C0206750,C0001175,12.0
C0206750,C0796254,2.0
C0206750,C0740766,1.0
C0206750,C0008049,1.0
C0206750,C0016522,2.0
C0206750,C0002351,2.0
C0206750,C2314994,3.0
C0206750,C0272213,4.0
C0206750,C0152936,2.0
C0206750,C0032064,6.0
C0206750,C0024814,3.0
C0206750,C0004698,2.0
C0206750,C0003462,2.0
C0206750,C0034951,2.0
C0206750,C0042373,3.0
C0206750,C0175754,16.0
C0206750,C3495488,6.0
C0206750,C0018801,4.0
C0206750,C0476273,6.0
C0206750,C0231311,4.0
C0206750,C0235394,6.0
C0206750,C0151293,2.0
C0206750,C0348217,7.0
C0206750,C1579931,6.0
C0206750,C0740396,3.0
C0206750,C0812426,2.0
C0206750,C0038379,1.0
C0206750,C0022408,2.0
C0206750,C0263314,6.0
C0206750,C1321587,20.0
C0206750,C0019693,7.0
C0206750,C0019372,2.0
C0206750,C0003873,4.0
C0206750,C1290884,4.0
C0206750,C0018621,6.0
C0206750,C0006277,11.0
C0206750,C0008031,39.0
C0206750,C1096594,2.0
C0206750,C0007222,4.0
C0206750,C0036690,12.0
C0206750,C1277295,2.0
C0206750,C0795934,13.0
C0206750,C1836123,10.0
C0206750,C0270814,2.0
C0206750,C0427149,5.0
C0206750,C0035204,4.0
C0206750,C0751535,2.0
C0206750,C0005858,2.0
C0206750,C0235267,2.0
C0206750,C0019345,3.0
C0206750,C0231912,2.0
C0206750,C2945698,3.0
C0206750,C2242996,19.0
C0206750,C0019196,4.0
C0206750,C0042331,2.0
C0206750,C0857126,2.0
C0206750,C3714506,4.0
C0206750,C0017168,15.0
C0206750,C0730604,2.0
C0206750,C0009806,7.0
C0206750,C0036474,2.0
C0206750,C0011175,13.0
C0206750,C0423086,4.0
C0206750,C0010068,2.0
C0206750,C0522179,2.0
C0206750,C0026267,2.0
C0206750,C1443953,2.0
C0206750,C0282160,2.0
C0206750,C0004153,3.0
C0206750,C0018802,3.0
C0206750,C0005779,2.0
C0206750,C3888198,3.0
C0206750,C0019159,2.0
C0206750,C0524909,2.0
C0206750,C0476288,3.0
C0206750,C0442874,5.0
C0206750,C0015644,3.0
C0206750,C0235031,7.0
C0206750,C0039070,11.0
C0206750,C0232431,4.0
C0206750,C0152020,2.0
C0206750,C0865800,2.0
C0206750,C0277556,16.0
C0206750,C0149745,2.0
C0206750,C0027404,2.0
C0206750,C0043352,5.0
C0206750,C0039516,2.0
C0206750,C0011168,4.0
C0206750,C0162429,6.0
C0206750,C0849963,2.0
C0206750,C0085624,23.0
C0206750,C0026821,11.0
C0206750,C0028643,7.0
C0206750,C0007859,6.0
C0206750,C0235150,2.0
C0206750,C0004604,20.0
C0206750,C0235162,4.0
C0206750,C0020175,7.0
C0206750,C0023380,5.0
C0206750,C0600142,6.0
C0206750,C0013456,5.0
C0206750,C0235234,3.0
C0206750,C0149871,5.0
C0206750,C0236040,1.0
C0206750,C0549386,1.0
C0206750,C0042029,2.0
C0206750,C0032026,2.0
C0206750,C0426484,4.0
C0206750,C0221512,18.0
C0206750,C0423479,1.0
C0206750,C0917801,9.0
C0206750,C0239377,9.0
C0206750,C0016053,6.0
C0206750,C0302539,12.0
C0206750,C0026848,3.0
C0206750,C0151786,2.0
C0206750,C0231918,4.0
C0206750,C0015674,6.0
C0206750,C0037231,1.0
C0206750,C0006430,1.0
C0206750,C0042109,4.0
C0206750,C0850803,1.0
C0206750,C0877717,1.0
C0206750,C0240211,1.0
C0206750,C0342788,1.0
C0206750,C0221023,1.0
C0206750,C0748706,6.0
C0206750,C1321898,1.0
C0206750,C0559687,7.0
C0206750,C0014038,1.0
C0206750,C0009763,5.0
C0206750,C3257803,4.0
C0206750,C0028081,11.0
C0206750,C0003864,5.0
C0206750,C0024902,9.0
C0206750,C3809991,1.0
C0206750,C0000737,7.0
C0206750,C0455770,1.0
C0206750,C0344375,2.0
C0206750,C0439053,4.0
C0206750,C0033893,1.0
C0206750,C0235287,1.0
C0206750,C0858599,1.0
C0206750,C0021313,1.0
C0206750,C0004095,2.0
C0206750,C0578687,1.0
C0206750,C0438716,10.0
C0206750,C0423618,1.0
C0206750,C0149725,9.0
C0206750,C0234655,2.0
C0206750,C1443924,5.0
C0206750,C0014724,1.0
C0206750,C0849959,3.0
C0206750,C0042571,4.0
C0206750,C0850437,1.0
C0206750,C0242422,1.0
C0206750,C0030567,1.0
C0206750,C0149931,5.0
C0206750,C0362046,4.0
C0206750,C0040425,3.0
C0206750,C1510471,2.0
C0206750,C0004364,13.0
C0206750,C0847554,2.0
C0206750,C2957106,9.0
C0206750,C0439814,2.0
C0206750,C0742339,5.0
C0206750,C0497366,2.0
C0206750,C0017672,2.0
C0206750,C0677500,4.0
C0206750,C0586407,2.0
C0206750,C2039120,4.0
C0206750,C0238741,4.0
C0206750,C0239886,3.0
C0206750,C0019825,3.0
C0206750,C0033771,1.0
C0206750,C0858600,5.0
C0206750,C0423572,1.0
C0206750,C0581880,2.0
C0206750,C0019212,9.0
C0206750,C0574068,1.0
C0206750,C0700201,3.0
C0206750,C1854310,11.0
C0206750,C0010964,4.0
C0206750,C0231530,6.0
C0206750,C0730321,11.0
C0206750,C0037278,1.0
C0206750,C0011603,1.0
C0206750,C1579838,1.0
C0206750,C0857199,1.0
C0206750,C0231772,3.0
C0206750,C0041834,3.0
C0206750,C0795907,2.0
C0206750,C0241039,1.0
C0206750,C0231837,3.0
C0206750,C0032781,3.0
C0206750,C0700184,3.0
C0206750,C0027341,2.0
C0206750,C0458171,5.0
C0206750,C0026769,3.0
C0206750,C0239134,3.0
C0206750,C0265338,4.0
C0206750,C0033046,2.0
C0206750,C0026603,1.0
C0206750,C0578050,4.0
C0206750,C2032420,1.0
C0206750,C0848290,2.0
C0206750,C0015403,1.0
C0206750,C0393691,1.0
C0206750,C0751340,2.0
C0206750,C0268039,1.0
C0206750,C0020443,1.0
C0206750,C0423621,6.0
C0206750,C0239182,1.0
C0206750,C0040460,1.0
C0206750,C0037763,5.0
C0206750,C0541828,1.0
C0206750,C1744601,2.0
C0206750,C0424653,2.0
C0206750,C2129214,2.0
C0206750,C0268059,2.0
C0206750,C0235710,2.0
C0206750,C0263385,3.0
C0206750,C0268749,1.0
C0206750,C0744673,1.0
C0206750,C0242301,5.0
C0206750,C0232487,1.0
C0206750,C1849334,1.0
C0206750,C0424805,2.0
C0206750,C0431375,3.0
C0206750,C0238990,3.0
C0206750,C0027707,3.0
C0206750,C0242383,3.0
C0206750,C0002016,1.0
C0206750,C0858598,2.0
C0206750,C0039082,9.0
C0206750,C1969653,5.0
C0206750,C0751409,3.0
C0206750,C0848464,1.0
C0206750,C0751410,1.0
C0206750,C0239836,4.0
C0206750,C0030552,1.0
C0206750,C0235004,1.0
C0206750,C0857117,1.0
C0206750,C0339805,1.0
C0206750,C0030794,1.0
C0206750,C1861735,1.0
C0206750,C0547030,1.0
C0206750,C0344232,1.0
C0206750,C0559469,2.0
C0206750,C0278140,2.0
C0206750,C0030481,5.0
C0206750,C0558489,1.0
C0206750,C0522251,1.0
C0206750,C0423665,1.0
C0206750,C0038013,1.0
C0206750,C3542024,1.0
C0206750,C0032310,2.0
